rank	term_norm	display	freq
1791	forklarende	forklarende	293
1792	forklarer	forklarer	293
1793	forklares	forklares	293
1794	forklaret	forklaret	293
1795	nær	nær	293
1796	nære	nære	293
1797	nærere	nærere	293
1798	nærest	nærest	293
1799	næreste	næreste	293
1800	nært	nært	293
1801	trak	trak	293
1802	trukken	trukken	293
1803	trukket	trukket	293
1804	trukne	trukne	293
1805	træk	træk	293
1806	trække	trække	293
1807	trækkende	trækkende	293
1808	trækker	trækker	293
1809	trækkes	trækkes	293
1810	udvikling	udvikling	292
1811	udviklingen	udviklingen	292
1812	udviklingens	udviklingens	292
1813	udviklinger	udviklinger	292
1814	udviklingerne	udviklingerne	292
1815	udviklingernes	udviklingernes	292
1816	udviklingers	udviklingers	292
1817	udviklings	udviklings	292
1818	hvorfor	hvorfor	291
1819	sikr	sikr	291
1820	sikre	sikre	291
1821	sikrede	sikrede	291
1822	sikredes	sikredes	291
1823	sikrende	sikrende	291
1824	sikrer	sikrer	291
1825	sikres	sikres	291
1826	sikret	sikret	291
1827	tysk	tysk	291
1828	tyske	tyske	291
1829	tyskere	tyskere	291
1830	tyskest	tyskest	291
1831	tyskeste	tyskeste	291
1832	tysks	tysks	291
1833	leder	leder	288
1834	ledere	ledere	288
1835	lederen	lederen	288
1836	lederens	lederens	288
1837	lederes	lederes	288
1838	lederne	lederne	288
1839	ledernes	ledernes	288
1840	leders	leders	288
1841	grad	grad	286
1842	graden	graden	286
1843	gradens	gradens	286
1844	grader	grader	286
1845	graderne	graderne	286
1846	gradernes	gradernes	286
1847	graders	graders	286
1848	grads	grads	286
1849	løb	løb	284
1850	løbene	løbene	284
1851	løbenes	løbenes	284
1852	løbet	løbet	284
1853	løbets	løbets	284
1854	løbs	løbs	284
1855	fast	fast	282
1856	faste	faste	282
1857	fastere	fastere	282
1858	fastest	fastest	282
1859	fasteste	fasteste	282
1860	bank	bank	281
1861	banken	banken	281
1862	bankene	bankene	281
1863	bankenes	bankenes	281
1864	bankens	bankens	281
1865	banker	banker	281
1866	bankerne	bankerne	281
1867	bankernes	bankernes	281
1868	bankers	bankers	281
1869	banket	banket	281
1870	bankets	bankets	281
1871	banks	banks	281
1872	førere	førere	281
1873	førest	førest	281
1874	føreste	føreste	281
1875	oplev	oplev	281
1876	opleve	opleve	281
1877	oplevede	oplevede	281
1878	oplevedes	oplevedes	281
1879	oplevende	oplevende	281
1880	oplever	oplever	281
1881	opleves	opleves	281
1882	oplevet	oplevet	281
1883	resultat	resultat	280
1884	resultater	resultater	280
1885	resultaterne	resultaterne	280
1886	resultaternes	resultaternes	280
1887	resultaters	resultaters	280
1888	resultatet	resultatet	280
1889	resultatets	resultatets	280
1890	resultats	resultats	280
1891	tæt	tæt	279
1892	tætte	tætte	279
1893	tættere	tættere	279
1894	tættest	tættest	279
1895	tætteste	tætteste	279
1896	føl	føl	278
1897	føle	føle	278
1898	følende	følende	278
1899	føler	føler	278
1900	føles	føles	278
1901	følt	følt	278
1902	følte	følte	278
1903	føltes	føltes	278
1904	hvem	hvem	278
1905	hard	hård	277
1906	harde	hårde	277
1907	hardere	hårdere	277
1908	hardest	hårdest	277
1909	hardeste	hårdeste	277
1910	hardt	hårdt	277
1911	bo	bo	276
1912	boede	boede	276
1913	boedes	boedes	276
1914	boende	boende	276
1915	boer	boer	276
1916	boerne	boerne	276
1917	boernes	boernes	276
1918	boers	boers	276
1919	boet	boet	276
1920	boets	boets	276
1921	bor	bor	276
1922	bos	bos	276
1923	samfund	samfund	276
1924	samfundene	samfundene	276
1925	samfundenes	samfundenes	276
1926	samfundet	samfundet	276
1927	samfundets	samfundets	276
1928	samfunds	samfunds	276
1929	øvrig	øvrig	276
1930	øvrige	øvrige	276
1931	øvrigere	øvrigere	276
1932	øvrigst	øvrigst	276
1933	øvrigste	øvrigste	276
1934	øvrigt	øvrigt	276
1935	ansat	ansat	274
1936	ansatte	ansatte	274
1937	ansattes	ansattes	274
1938	ansæt	ansæt	274
1939	ansætte	ansætte	274
1940	ansættende	ansættende	274
1941	ansætter	ansætter	274
1942	ansættes	ansættes	274
1943	tallene	tallene	270
1944	tallenes	tallenes	270
1945	tallet	tallet	270
1946	tallets	tallets	270
1947	tals	tåls	270
1948	eneste	eneste	268
1949	enestere	enestere	268
1950	enestest	enestest	268
1951	enesteste	enesteste	268
1952	hjalp	hjalp	267
1953	hjulpen	hjulpen	267
1954	hjulpet	hjulpet	267
1955	hjulpne	hjulpne	267
1956	hjælp	hjælp	267
1957	hjælpe	hjælpe	267
1958	hjælpende	hjælpende	267
1959	hjælper	hjælper	267
1960	hjælpes	hjælpes	267
1961	projekt	projekt	266
1962	projekter	projekter	266
1963	projekterne	projekterne	266
1964	projekternes	projekternes	266
1965	projekters	projekters	266
1966	projektet	projektet	266
1967	projektets	projektets	266
1968	projekts	projekts	266
1969	forsta	forstå	265
1970	forstaede	forståede	265
1971	forstaende	forstående	265
1972	forstaet	forstået	265
1973	forstar	forstår	265
1974	forstas	forstås	265
1975	forstod	forstod	265
1976	sikker	sikker	265
1977	sikkert	sikkert	265
1978	sikrere	sikrere	265
1979	sikrest	sikrest	265
1980	sikreste	sikreste	265
1981	kræv	kræv	264
1982	kræve	kræve	264
1983	krævede	krævede	264
1984	krævedes	krævedes	264
1985	krævende	krævende	264
1986	kræver	kræver	264
1987	kræves	kræves	264
1988	krævet	krævet	264
1989	universitet	universitet	264
1990	universiteter	universiteter	264
1991	universiteterne	universiteterne	264
1992	universiteternes	universiteternes	264
1993	universiteters	universiteters	264
1994	universitetet	universitetet	264
1995	universitetets	universitetets	264
1996	universitets	universitets	264
1997	ganske	ganske	263
1998	hvilke	hvilke	262
1999	hvilken	hvilken	262
2000	hvilket	hvilket	262
